-5.031614813839768718e-01,6.907321843112945281e+00,-7.435005774513292920e+00
1.038742335477254919e+00,-7.846792829028039762e+00,8.174316828635429744e+00
4.089365296487163626e+00,-5.734672391352447995e+00,7.914943524691622656e+00
4.485425809583691859e+00,-7.278415461729498048e+00,9.632446110908720271e+00
1.648292919844466020e+00,8.642736865600443963e+00,-3.987450923179868489e+00
-1.421113214607226283e+01,-3.640819268391986441e+00,-5.581506415115394582e+00
-8.896768401714549412e+00,-3.845777746350597326e+00,-7.204979379442341347e+00
-8.298526099728034566e+00,-1.295142471226386149e+00,-4.814232429750302522e+00
5.129555782256929319e-01,-7.438079010492058885e+00,1.105843854672842674e+01
2.814782610544758867e+00,-8.279982807084772745e+00,8.706299446625491711e+00
8.987712762127886279e-01,-9.125978040745643227e+00,9.180751789688555320e+00
-6.175106460248144025e+00,-3.385138450338812444e+00,-3.265504421215401187e+00
-2.612906256212554901e+00,8.236095575447549777e+00,-7.540975624238997810e+00
2.412492364726873006e+00,-8.010336051748994990e+00,8.658193614526711102e+00
9.618658507559956217e-01,7.246362621763204004e+00,-5.531727088114426039e+00
-7.220804909652654979e-01,6.417672599605774408e+00,-5.596060705177708705e+00
-7.471874160321682723e+00,-9.077668902330191525e-01,-6.497349366561880224e+00
-9.850098539420422128e+00,-2.342545001166125740e+00,-7.510201715176456183e+00
-9.140309932872325405e+00,-2.532269994255230028e+00,-5.466961367141303541e+00
-8.833654708639562259e+00,-1.783246039462123900e+00,-4.945381388508921283e+00
-8.279219612857996680e+00,-1.318834617236612994e+00,-4.612036730279150731e+00
1.615045695115145286e+00,6.249994434795979714e+00,-6.723248499981816728e+00
5.588566110631099093e+00,-7.471237669903838530e+00,1.138738870305823880e+01
-6.735180330947727612e-01,6.036406417369169830e+00,-5.737995963147597855e+00
2.838976205934903074e+00,-6.512288100365838162e+00,9.434461638854987342e+00
-8.847521755427342427e+00,-3.230573872479355124e+00,-7.815733522880935702e+00
1.815781467929211246e+00,7.033220201616137146e+00,-7.530393939692666017e+00
1.690710081532746489e+00,-8.456473459965893724e+00,8.450525256898064441e+00
3.470976281388712614e+00,-6.107266741578712299e+00,8.470885636719041045e+00
-4.334507343306938654e-01,6.971046230106209052e+00,-7.052558699599463132e+00
-3.893431085135771186e-01,8.420886660915488875e+00,-6.594928769912426603e+00
2.022825985027068008e-01,-8.177843023704582492e+00,1.239582706408636170e+01
-9.995663751853027801e-01,7.625739148745402929e+00,-5.512905401413608075e+00
2.815512741484504033e+00,-9.252363414183205848e+00,1.011547839180786212e+01
3.015471021116534533e+00,-6.846179087257808327e+00,9.881691267066667450e+00
-1.112925709495571702e+01,-1.550699238115814671e+00,-4.557963159864624636e+00
6.899607612430329606e-01,6.765767687145340048e+00,-5.162889346184168282e+00
