-1.292355343604408624e+00,6.825254579580471770e+00,-6.157760371100610364e+00
-7.653764475159836600e+00,-3.203288567097782646e+00,-6.431392909718798734e+00
-1.017720909667594142e+01,-4.031626648564087034e+00,-4.316353428928740854e+00
-5.179372502473702511e-01,3.347262128332961773e+00,-3.940774823393090376e+00
-3.629506712083975906e+00,6.701506728873873442e+00,-6.292397077430998742e+00
-8.264506311815287276e-01,8.326120206885557096e+00,-5.914012666189482736e+00
2.409867234667289360e+00,-8.291946844496719038e+00,7.784097167989324717e+00
-2.378361607480949935e-01,-7.434523848077927433e+00,9.530691800244138534e+00
2.453487052948410074e+00,-7.810874724470778574e+00,7.612251898766063896e+00
-9.151159252345911099e+00,-3.681528827914851032e+00,-5.050041803052099709e+00
-8.809780269465854463e-01,7.472303792812888368e+00,-7.302730537887453188e+00
5.113682082671838103e+00,-6.720430548422865691e+00,9.530180820914495143e+00
2.995571076989984149e+00,-6.862169837257109606e+00,1.017716121670052942e+01
5.136603459130784088e+00,-8.139864321026664129e+00,1.043400481032140448e+01
-1.131892852715588038e+00,5.159708297557724421e+00,-4.545401777303974100e+00
1.680733615765694910e-02,8.605301038673756509e+00,-5.285675912883919914e+00
2.847177742062587669e+00,-7.091560440086849049e+00,7.878660385806988131e+00
-1.133530511131730023e+01,-1.505347044830016578e+00,-2.882583555193626523e+00
1.184115401115786170e+00,8.208665588706814731e+00,-7.563514199331482502e+00
-1.312022027506588984e+01,-3.352090781037851741e+00,-5.931551357966714733e+00
-8.153035589091242485e+00,-4.259748070253275287e+00,-5.073038543622501173e+00
6.979326703961701295e-01,8.196261038424498935e+00,-5.872424128776237318e+00
8.164602925349724316e-01,8.252652502080705332e+00,-7.710266681200952377e+00
-1.012196264346207286e+01,-2.897542459065736598e+00,-5.934729681399751655e+00
4.739510284552405750e+00,-9.338897808578970228e+00,9.192154050546482935e+00
-9.893263288513772791e-01,7.821070258800976838e+00,-6.267325210717651807e+00
4.087030198845235773e+00,-4.267613991252365402e+00,9.499316189369089614e+00
-9.264671476157004815e-02,7.569001185941619525e+00,-4.325440053388506456e+00
-2.454287855384708616e-01,5.705247611266429431e+00,-3.792467041924729720e+00
-8.483413828713869398e-01,6.857956504072551418e+00,-6.483588379446147520e+00
1.152693869367180657e+00,-9.318374260690625022e+00,8.873707299461633724e+00
2.438718494286527427e+00,-6.961268243381604215e+00,8.035292351036463998e+00
-6.479304356796682374e-01,9.724427526317775516e+00,-5.927050181221793501e+00
-9.775566002642619878e+00,-4.642803742481493856e+00,-5.833899922345374023e+00
-7.563428138969042536e+00,-2.589688332319478370e+00,-4.956259689088303055e+00
8.197682762171285553e-01,-6.441023445437129347e+00,8.821846817618656189e+00
-7.928863704220074027e+00,-2.330951015947209548e+00,-1.288830967443531428e+00
2.110433966244619430e+00,6.278637997110020130e+00,-5.104842593935333461e+00
-8.591191101140612574e+00,-4.258067907236720906e+00,-8.269361138045102422e+00
5.156883914121069168e+00,-5.907257144117933123e+00,1.006667087414954764e+01
4.561234869231469702e+00,-7.490665229130128111e+00,8.870833560332849643e+00
5.057710878597054815e+00,-8.222722728977965190e+00,1.020782252138057267e+01
-1.016239502088564528e+01,8.978834607680208357e-01,-4.901449195707368034e+00
-4.094473880313973524e-01,7.657584062788395762e+00,-5.939661597183882868e+00
-1.119865667406978182e-01,5.546565156383736372e+00,-5.223991874519024137e+00
2.623062061149332713e+00,-6.987975279933797523e+00,7.710318344280700842e+00
-7.621772858091334868e+00,-3.079846565106761691e+00,-5.136480173367381497e+00
-6.770953909336688170e+00,-2.025748933966166287e+00,-4.632986816814402609e+00
